Key,schinese

armorLumberjackHelmet,毛线帽与护目镜
armorLumberjackHelmetDesc,保持头部温暖，眼睛安全。

armorLumberjackOutfit,伐木工服装
armorLumberjackOutfitDesc,最适合在森林中漫步，斧头搭在一侧肩膀上。你有斧头，对吧？

armorLumberjackGloves,工作手套
armorLumberjackGlovesDesc,令人惊讶的是，这些手套适合工作。

armorLumberjackBoots,运动鞋
armorLumberjackBootsDesc,它们不会帮你偷袭。

armorPreacherHelmet,礼帽与眼镜
armorPreacherHelmetDesc,一个华丽的资产阶级风格。

armorPreacherOutfit,牧师服装
armorPreacherOutfitDesc,长袍、十字架和一本辛辣的书。阿门。

armorPreacherGloves,衬垫手套
armorPreacherGlovesDesc,它们很舒适，并且能保护你的手指。

armorPreacherBoots,工作靴
armorPreacherBootsDesc,当你想工作并且想穿靴子时，哦，天哪，这些靴子正是你需要的。

armorRogueHelmet,兜帽与面罩
armorRogueHelmetDesc,适用于我们之中的“潜行者”。

armorRogueOutfit,衬垫装甲
armorRogueOutfitDesc,舒适的衬垫装甲。提供保护，但不多。你知道他们怎么说过度保护！

armorRogueGloves,露指布手套
armorRogueGlovesDesc,保持手指灵活性并让你的手稍微暖和一些。相当实用。

armorRogueBoots,皮靴
armorRogueBootsDesc,它们是靴子。它们是皮革。它们是皮靴。

armorAthleticHelmet,头巾帽
armorAthleticHelmetDesc,实际上是头皮帽。

armorAthleticOutfit,运动服装
armorAthleticOutfitDesc,丧尸可能不在乎你对健美操的热爱，但有了这套服装，你可以让他们知道。

armorAthleticGloves,露指皮手套
armorAthleticGlovesDesc,保持手指灵活性。保护手。

armorAthleticBoots,运动鞋
armorAthleticBootsDesc,市场营销说它们适合跑步。一定是真的。

armorEnforcerHelmet,太阳镜
armorEnforcerHelmetDesc,1999年爆款，最适合一起搭配黑色皮衣和功夫。

armorEnforcerOutfit,正装
armorEnforcerOutfitDesc,第三季度预测表明，末日后的正装销售需求崩溃将持续至少一年，但投资者保持乐观。

armorEnforcerGloves,皮手套
armorEnforcerGlovesDesc,它们是皮革。它们是手套。它们是皮手套。

armorEnforcerBoots,正装鞋
armorEnforcerBootsDesc,毕竟，死亡是一件正式的事情。

armorFarmerHelmet,遮阳帽
armorFarmerHelmetDesc,如果阳光正好在合适的角度，非常实用。

armorFarmerOutfit,破烂工装裤
armorFarmerOutfitDesc,一个混乱的幻影。

armorFarmerGloves,园艺手套
armorFarmerGlovesDesc,所有告诉你去触摸草地的人都需要明白，该死的草地里有恶心的虫子！

armorFarmerBoots,防砸靴
armorFarmerBootsDesc,保护你的脚趾。可怜的小家伙们。

armorBikerHelmet,钉刺头盔
armorBikerHelmetDesc,是时候用脑袋撞人了！

armorBikerOutfit,钉刺皮甲
armorBikerOutfitDesc,你就像一只带刺的豪猪！

armorBikerGloves,钉刺手套
armorBikerGlovesDesc,非常适合酒吧斗殴。

armorBikerBoots,钉刺靴
armorBikerBootsDesc,踢还是不踢，这是个问题。

armorScavengerHelmet,头巾帽与护目镜
armorScavengerHelmetDesc,有一点赛博朋克的味道，如果你“觉得”的话。

armorScavengerOutfit,游牧服装
armorScavengerOutfitDesc,转啊转，四处转，我到处转。

armorScavengerGloves,坚固手套
armorScavengerGlovesDesc,比普通手套更坚固。

armorScavengerBoots,扣带靴
armorScavengerBootsDesc,你是小精灵吗？

armorRangerHelmet,牛仔帽
armorRangerHelmetDesc,你从不完全“哇哦”。

armorRangerOutfit,皮甲
armorRangerOutfitDesc,真正的皮甲。太棒了。

armorRangerGloves,长皮手套
armorRangerGlovesDesc,真正的皮甲。太棒了。

armorRangerBoots,高皮靴
armorRangerBootsDesc,真正的皮甲。太棒了。

armorAssassinHelmet,全罩兜帽
armorAssassinHelmetDesc,适合塔斯肯袭击者的Cosplay。

armorAssassinOutfit,铁板装甲
armorAssassinOutfitDesc,终于有一些真正的防护了。

armorAssassinGloves,重型手套
armorAssassinGlovesDesc,提供相当好的防护。这很方便。:)

armorAssassinBoots,裹绑靴
armorAssassinBootsDesc,修鞋很贵，好吧？

armorMinerHelmet,安全帽
armorMinerHelmetDesc,管理层非常重视你的职业健康和安全。

armorMinerOutfit,重型工装裤
armorMinerOutfitDesc,重型装备。

armorMinerGloves,加固手套
armorMinerGlovesDesc,看起来有点中世纪，不是吗？

armorMinerBoots,装甲靴
armorMinerBootsDesc,不是完全的钢靴，但这是一个很好的折衷方案。

armorNomadHelmet,兜帽与呼吸面罩
armorNomadHelmetDesc,有时候威胁不是弓箭，而是空气本身时。

armorNomadOutfit,重型衬垫装甲
armorNomadOutfitDesc,就像是…“重型轻”装甲，你知道的。

armorNomadGloves,全布手套
armorNomadGlovesDesc,它们覆盖了你的手，完全覆盖。

armorNomadBoots,束带靴
armorNomadBootsDesc,把束带放在靴子上有点奇怪，但你的靴子上有两条。讨厌的人总是讨厌。

armorNerdHelmet,傻瓜帽
armorNerdHelmetDesc,这种美学是对人类的冒犯，保证你会看起来像个傻瓜。

armorNerdOutfit,无用服装
armorNerdOutfitDesc,这套神话般的服饰，锻造于“蠢驴之山”的火焰之中，没有任何防护功能。

armorNerdGloves,纽扣手套
armorNerdGlovesDesc,对于手痒的人来说，这是福音。

armorNerdBoots,不实用的鞋子
armorNerdBootsDesc,跑得更快，跳得更高，理论上。

armorRaiderHelmet,钢盔
armorRaiderHelmetDesc,终于可以实现你成为铁罐的愿望了。

armorRaiderOutfit,钢甲
armorRaiderOutfitDesc,最重的装甲提供最重的防护给最重的人。

armorRaiderGloves,钢手套
armorRaiderGlovesDesc,有些人是重金属爱好者。你是…金属手…？

armorRaiderBoots,钢靴
armorRaiderBootsDesc,这些靴子不是用来走路的，但总有一天这些靴子会在你身上叮当作响。
# }}}

# Item Modifiers {{{
AL_ItemMod_BatteryAAANonRechargeable,[(((ColourModded)))]AAA电池[-]（不可充电）
AL_ItemMod_BatteryAAANonRechargeableDesc,一个[i]不可充电[/i]的AAA电池？多么不环保。可能还不是你需要的那种。

AL_ItemMod_BatteryAAARechargeable,[(((ColourModded)))]AAA电池[-]（可充电）
AL_ItemMod_BatteryAAARechargeableDesc,啊，是的……很好。一个可充电的AAA电池。对抗气候变化末日的斗争正在进行中。
# }}}

# Block Materials {{{
materialAL_Material_Frames,[(((ColourModded)))]规划工具[-]
materialAL_Material_WoodenLog,[(((ColourModded)))]原木[-]
materialAL_Material_Wood,[(((ColourModded)))]原木[-]
frameShapes:VariantHelper,[(((ColourModded)))]规划工具[-]
# }}}

# Forge Materials {{{
lblwrought_iron,[(((ColourIron)))]铁[-]
lbllead,[(((ColourLead)))]铅[-]
lblbrass,[(((ColourBrass)))]黄铜[-]
lblchromium,[(((ColourChromium)))]铬[-]
lblcopper,[(((ColourCopper)))]铜[-]
lblgold,[(((ColourGold)))]金[-]
lblsilver,[(((ColourSilver)))]银[-]
lblsteel,[(((ColourSteel)))]钢[-]
lblnickel,[(((ColourNickel)))]镍[-]
lblcarbon,[(((ColourCarbon)))]碳[-]
lblbronze,[(((ColourBronze)))]青铜[-]
lbltin,[(((ColourTin)))]锡[-]
lblzinc,[(((ColourZinc)))]锌[-]
lbldynamic,[(((ColourScrap)))]废料[-]
lblinconel,[(((ColourInconel)))]镍合金[-]

unit_wrought_iron,[(((ColourIron)))]铁 (克)[-]
unit_lead,[(((ColourLead)))]铅 (克)[-]
unit_brass,[(((ColourBrass)))]黄铜 (克)[-]
unit_chromium,[(((ColourChromium)))]铬 (克)[-]
unit_copper,[(((ColourCopper)))]铜 (克)[-]
unit_gold,[(((ColourGold)))]金 (克)[-]
unit_silver,[(((ColourSilver)))]银 (克)[-]
unit_steel,[(((ColourSteel)))]钢 (克)[-]
unit_nickel,[(((ColourNickel)))]镍 (克)[-]
unit_carbon,[(((ColourCarbon)))]碳 (克)[-]
unit_bronze,[(((ColourBronze)))]青铜 (克)[-]
unit_tin,[(((ColourTin)))]锡 (克)[-]
unit_zinc,[(((ColourZinc)))]锌 (克)[-]
unit_dynamic,[(((ColourScrap)))]废料 (克)[-]
unit_inconel,[(((ColourInconel)))]镍合金 (克)[-]

unit_water,[(((ColourWater)))]水[-]
unit_red_tea,[(((ColourRedTea)))]红茶[-]
unit_goldenred_tea,[(((ColourGoldenrodTea)))]金盏花茶[-]
unit_beer,[(((ColourAlcohol)))]酒精[-]

unit_dirty_water,[(((ColourDirtyWater)))]脏水[-]
unit_distilled_water,[(((ColourWater)))]蒸馏水[-]
lbldirty_water,(((unit_dirty_water)))
lbldistilled_water,(((unit_distilled_water)))

lblbricks,[(((ColourBricks)))]砖块[-]
lblwater,[(((ColourWater)))]水[-]
lblclay,[(((ColourClay)))]黏土[-]

lblred,[ff4040]红色[-]
lblgreen,[40ff40]绿色[-]
lblblue,[4040ff]蓝色[-]
lblwhite,[ffffff]白色[-]
lblblack,[404040]黑色[-]

lblmash,麦芽
lblbrine,盐水
lblethanol,乙醇
lblalcohol,酒精
lblsalt,食盐

unit_clay,[(((ColourClay)))]黏土 (克)[-]
unit_mash,[(((ColourModded)))]克. 麦芽[-]
unit_brine,[(((ColourModded)))]毫升. 盐水[-]
unit_alcohol,[(((ColourAlcohol)))]酒精[-]
unit_ethanol,[(((ColourModded)))]毫升. 乙醇[-]
unit_salt,[(((ColourModded)))]克. 食盐[-]
# }}}

# Shapes {{{
AL_Block_WoodenLog:VariantHelper,[(((ColourModded)))]原木[-]
shapeAL_Shape_WoodenLogWall,[(((ColourModded)))]墙[-]
shapeAL_Shape_WoodenLogWallOffset,[(((ColourModded)))]偏移墙[-]
shapeAL_Shape_WoodenLogWallTop,[(((ColourModded)))]墙顶[-]
shapeAL_Shape_WoodenLogWallHalf,[(((ColourModded)))]半墙[-]
shapeAL_Shape_WoodenLogWallHalfOffset,[(((ColourModded)))]偏移半墙[-]
shapeAL_Shape_WoodenLogCorner,[(((ColourModded)))]角落[-]
shapeAL_Shape_WoodenLogCornerTop,[(((ColourModded)))]角落顶 #1[-]
shapeAL_Shape_WoodenLogCornerTop2,[(((ColourModded)))]角落顶 #2[-]
shapeAL_Shape_WoodenLogPillar,[(((ColourModded)))]柱子[-]
shapeAL_Shape_WoodenLogPillarHalf,[(((ColourModded)))]半柱子[-]
shapeAL_Shape_WoodenLogPillarCorner,[(((ColourModded)))]柱角[-]
shapeAL_Shape_WoodenLogFullPillar,[(((ColourModded)))]完整柱子[-]
shapeAL_Shape_WoodenLogFullPillarHalf,[(((ColourModded)))]半完整柱子[-]
# }}}

# Blocks {{{
AL_Block_MilitaryBox1,[(((ColourModded)))]军用储物箱[-]
AL_Block_MilitaryBox1Desc,"一种军事风格的木质储物箱，通常用于存放小型武器弹药。"

AL_Block_TrainingDummy,[(((ColourModded)))]训练假人[-]
AL_Block_TrainingDummyDesc,"一种用于模拟对打练习的装置，有助于提升技能而不会造成实际伤害。它也是在没有丧尸的情况下提升技能的好方法。"

AL_Block_RainCatcher,[(((ColourModded)))]雨水收集器[-]
AL_Block_RainCatcherDesc,"至少，它可以让雨水变得不那么糟糕。"

AL_Block_WorkstationCharcoalKiln,[(((ColourModded)))]木炭窑[-]
AL_Block_WorkstationCharcoalKilnDesc,"[(((ColourModded)))]木炭窑[-] 是一种更高效地将木材转化为木炭的方式，主要用于木炭的生产。它在你需要足够的热量来加工金属（如铜、锡和青铜）时非常有用，并且避免浪费宝贵的煤炭，因为你会在熔炼铁时需要用到煤炭。"

AL_Block_WorkstationDukeExchange,"[(((ColourModded)))]公爵交易所[-]"
AL_Block_WorkstationDukeExchangeDesc,"公爵交易所方块。"

AL_Block_FancyGarbageCanEmpty,"[(((ColourModded)))]豪华垃圾桶[-] [(((ColourGrey)))](空)[-]"

AL_Block_PileOfStuff,"[(((ColourModded)))]物品堆[-]"
AL_Block_PileOfStuffDesc,"当你把一些东西随意放置在地上而不是扔掉时，就会形成... [i]物品堆[/i]。\n\n[(((ColourGrey)))]这种超原始的存储方式总是需要一些时间才能取用，并应该被适当的存储设施所取代以方便取用。[-]"

AL_Block_PileOfFood,"[(((ColourModded)))]食物堆[-]"
AL_Block_PileOfFoodDesc,"一些随意放置在地板上的食物。似乎不太卫生。\n\n[(((ColourGrey)))]这种超原始的存储方式总是需要一些时间才能取用，并应该被适当的存储设施所取代以方便取用。[-]"

AL_Block_PileOfMeds,"[(((ColourModded)))]药品堆[-]"
AL_Block_PileOfMedsDesc,"各种药品随意放置在这里。\n\n[(((ColourGrey)))]这种超原始的存储方式总是需要一些时间才能取用，并应该被适当的存储设施所取代以方便取用。[-]"

AL_Block_PileOfWeaponry,"[(((ColourModded)))]武器堆[-]"
AL_Block_PileOfWeaponryDesc,"一堆散落在地上的武器和弹药。\n\n[(((ColourGrey)))]这种超原始的存储方式总是需要一些时间才能取用，并应该被适当的存储设施所取代以方便取用。[-]"

AL_Block_SecureStorageMedicalBox,"[(((ColourModded)))]医疗箱[-]"
AL_Block_SecureStorageMedicalBoxDesc,"一个明确表示其用途的箱子。"

AL_Block_WorkstationDyeTub,"[(((ColourModded)))]染色桶[-]"
AL_Block_WorkstationDyeTubDesc,"终于可以自由地表达我是多么的‘棒’。"

AL_Block_WorkstationMortarAndPestle,"[(((ColourModded)))]研钵和杵[-]"
AL_Block_WorkstationMortarAndPestleDesc,"最初的研磨工具。"

AL_Block_WorkstationAdvancedFurnace,"[(((ColourModded)))]高级熔炉[-]"
AL_Block_WorkstationAdvancedFurnaceDesc,"这种先进的电动熔炉可以产生熔炼所需金属的高温，无需燃烧传统燃料即可生产超级合金。"

AL_Block_WorkstationKiln,"[(((ColourModded)))]窑[-]"
AL_Block_WorkstationKilnDesc,"一个粘土 [(((ColourModded)))]窑[-]。使用模具、大量的热量和时间，它可以生产出你需要的砖块来建造更坚固的基础。"

AL_Block_WorkstationResearchDesk,"[(((ColourModded)))]研究桌[-]"
AL_Block_WorkstationResearchDeskDesc,"一个可以让你搓下巴或捋胡须，同时若有所思地凝视房间的地方，显然这是为了从重复和不需要的文献中获取有价值的知识。"

AL_Block_CartographyTable,"[(((ColourModded)))]制图桌[-]"
AL_Block_CartographyTableDesc,"[(((ColourModded)))]制图桌[-] 是一个让你认真指着地图的地方，让你感觉自己像一位军事将领。或者，它是记录和分享你的地图探索进度的地方。"

AL_Block_TerrGore,"[(((ColourModded)))]血肉方块[-] (开发者物品)"
AL_Block_TerrGoreDesc,"恶心！"

AL_Block_TerrOreLimestone,"[(((ColourModded)))]石灰石矿石方块[-] (开发者物品)"
AL_Block_TerrOreLimestoneDesc,"石灰石矿石地形方块。"

AL_Block_TerrOreGarnierite,"[(((ColourModded)))]红柱石矿石方块[-] (开发者物品)"
AL_Block_TerrOreGarnieriteDesc,"镍的来源。"

AL_Block_TerrOreChromite,"[(((ColourModded)))]铬铁矿石方块[-] (开发者物品)"
AL_Block_TerrOreChromiteDesc,"铬的来源。"

terrOreLead,"[(((ColourModded)))]方铅矿石方块[-] (开发者物品)"
terrOreLeadDesc,"方铅矿石地形方块。"

AL_Block_TerrOreChalcopyrite,"[(((ColourModded)))]黄铜矿石方块[-] (开发者物品)"
AL_Block_TerrOreChalcopyriteDesc,"黄铜矿石地形方块。"

AL_Block_TerrOreSphalerite,"[(((ColourModded)))]闪锌矿石方块[-] (开发者物品)"
AL_Block_TerrOreSphaleriteDesc,"闪锌矿石地形方块。"

AL_Block_TerrOreAnthracite,"[(((ColourModded)))]无烟煤矿石方块[-] (开发者物品)"
AL_Block_TerrOreAnthraciteDesc,"无烟煤矿石地形方块。"

AL_Block_TerrOreGold,"[(((ColourModded)))]金矿石方块[-] (开发者物品)"
AL_Block_TerrOreGoldDesc,"金矿石地形方块。"

AL_Block_TerrAnthracite,"[(((ColourModded)))]无烟煤方块[-] (开发者物品)"
AL_Block_TerrAnthraciteDesc,"无烟煤巨石方块。标记无烟煤脉络。"

AL_Block_GarnieriteBoulder,"[(((ColourModded)))]红柱石巨石[-] (开发者方块)"
AL_Block_GarnieriteBoulderDesc,"镍的来源。"

AL_Block_ChromiteBoulder,"[(((ColourModded)))]铬铁矿巨石[-] (开发者方块)"
AL_Block_ChromiteBoulderDesc,"铬的来源。"

AL_Block_ChalcopyriteBoulder,"[(((ColourModded)))]黄铜矿巨石[-] (开发者方块)"
AL_Block_ChalcopyriteBoulderDesc,"铜的来源。"

AL_Block_AnthraciteBoulder,"[(((ColourModded)))]无烟煤巨石[-] (开发者方块)"
AL_Block_AnthraciteBoulderDesc,"标记无烟煤脉络。"

AL_Block_CassiteriteBoulder,"[(((ColourModded)))]锡石巨石[-] (开发者方块)"
AL_Block_CassiteriteBoulderDesc,"标记锡石脉络。"

AL_Block_SphaleriteBoulder,"[(((ColourModded)))]闪锌矿巨石[-] (开发者方块)"
AL_Block_SphaleriteBoulderDesc,"标记闪锌矿脉络。"

AL_Block_TreeStumpNew,"[(((ColourModded)))]新树桩[-] (开发者方块)"
AL_Block_StumpNewDesc,"新形成的树桩。几天后会成熟。"

AL_Block_TreeStumpMatureHiveNo,"[(((ColourModded)))]成熟的树桩[-] (开发者方块)"
AL_Block_TreeStumpMatureHiveNoDesc,"成熟的普通树桩。"

AL_Block_TreeStumpMatureHiveYes,"[(((ColourModded)))]带有蜂巢的成熟树桩[-] (开发者方块)"
AL_Block_TreeStumpMatureHiveYesDesc,"成熟的树桩，上面有一个蜂巢。"

AL_Block_SyphiaSpore,"[(((ColourModded)))]赛菲亚孢子[-] (开发者方块)"
AL_Block_SyphiaSporeDesc,"这种神秘的蘑菇似乎在白天会自行隐蔽。如果必须在夜晚寻找它们，只能希望它们值得冒险。"

AL_Block_WoodenLog,"[(((ColourModded)))]原木[-]"
AL_Block_WoodenLogDesc,"一根完整的 [(((ColourModded)))]原木[-]。它又大又重，但不知为何你能将很多根装进背包。[(((ColourModded)))]原木[-] 可以加工成 [(((ColourModded)))]木材[-] 用于一般的制造和建筑。"

AL_Block_WorkstationDistillery,"[(((ColourModded)))]蒸馏器[-]"
AL_Block_WorkstationDistilleryDesc,"一个功能性的 [(((ColourModded)))]蒸馏器[-] 是你在面对极端病毒时防止脱水的最佳武器，允许你生产干净的蒸馏水……还有酒，这也是不错的。"

AL_Block_WorkstationBloomery,"[(((ColourModded)))]鼓风炉[-]"
AL_Block_WorkstationBloomeryDesc,"一个原始但可用的 [(((ColourModded)))]鼓风炉[-]。"

AL_Block_GunVendingMachine,"[(((ColourModded)))]枪械自动售货机[-]"
# }}}

# New Game {{{
AL_LK_IntroText1,"旧世界已经变成模糊的回忆。"
AL_LK_IntroText2,"我们过去文明的辉煌已不在。"
AL_LK_IntroText3,"这，是我们的新世界。"
AL_LK_IntroText4,"这是我们的..."
AL_LK_IntroTitle,"劫后余生"

AL_LK_Begin,"开始"
AL_LK_EquipmentHeader,"[(((ColourEquipment)))]装备[-]"
AL_LK_SkillsHeader,"[(((ColourSkills)))]技能[-]"
AL_LK_PerkHeader,"[(((ColourPerks)))]特性[-]"

AL_LK_NormieColoured,"[(((ColourNormie)))]普通人[-]"
AL_LK_SheriffColoured,"[(((ColourSheriff)))]警察[-]"
AL_LK_CrawlerColoured,"[(((ColourCrawler)))]酒虫[-]"
AL_LK_SavageColoured,"[(((ColourSavage)))]猎人[-]"
AL_LK_HoodlumColoured,"[(((ColourHoodlum)))]街头混混[-]"
AL_LK_PrepperColoured,"[(((ColourPrepper)))]生存者[-]"
AL_LK_EnigmaColoured,"[(((ColourEnigma)))]一无所有[-]"
AL_LK_Normie,"普通人"
AL_LK_Sheriff,"警察"
AL_LK_Crawler,"酒虫"
AL_LK_Savage,"猎人"
AL_LK_Hoodlum,"街头混混"
AL_LK_Prepper,"生存者"

AL_LK_NormieText,"你的生活稳定而舒适，但有些单调。你不明白那些羡慕你的人。你经常发现自己在想，是否通过工作养家糊口是在浪费生命。\n\n末日迫使你改变，尽管面临生命威胁的危险，你却（悄悄地）对此感到兴奋。世界一片废墟，但你觉得自己的生活即将开始。"
AL_LK_NormieEquipment,"适合下一次面试的着装，一些旧世界的现金，一块腕表，以及一个实用的背包。"
AL_LK_NormieEffects,"[(((ColourHeaderEquipment)))]装备:[-]\n- 一套适合下一次面试的商务套装。\n- 一叠旧世界的现金。\n- 一块时尚的腕表。\n- 一个非常实用的背包。\n\n[(((ColourHeaderStartingSkills)))]初始技能:[-]\n- 20 游泳。\n- 20 运动。\n\n[(((ColourHeaderSpecialEffects)))]特殊效果:[-]\n[40ff40]- 在自动售货机上获得 25% 更好的交易。[-]"

AL_LK_SheriffText,"你宣誓维护法律，伸张正义，并为城市提供罚款收入以充实市政金库。\n\n现在文书工作少了，你的敏感性和缓和冲突的训练似乎不再那么有用，但至少你可以射杀丧尸。"
AL_LK_SheriffEffects,"[(((ColourHeaderEquipment)))]装备:[-]\n- 制服、配枪、几发子弹和一根警棍。\n\n[(((ColourHeaderStartingSkills)))]初始技能:[-]\n- 25 手枪。\n- 25 棍击。\n\n[(((ColourHeaderSpecialEffects)))]特殊效果:[-]\n[40d040]- 找到 9mm 子弹的概率增加 20%，并且可以在其他人找不到的地方找到 9mm 子弹。\n[40d040]- 可以轻松打开警车。\n- 恐惧和战斗压力导致的活力损失减少一半。[-]\n[ff4040]- 掠夺速度降低 25%。\n- 不会从 [f6d900]街头混混[-] 处获得‘社交’活力恢复。"

AL_LK_CrawlerText,"[a0a0a0]''去温彻斯特酒吧，喝一杯冰爽啤酒，等待这一切过去...''[-]\n\n你是典型的混迹于酒吧里的酒虫，而且常因酗酒被赶出酒吧。\n\n要是某个贪图脑浆的家伙妨碍你喝一杯好啤酒，你不介意赏他一顿老拳。"
AL_LK_CrawlerEffects,"[(((ColourHeaderEquipment)))]装备:[-]\n- 拳套。\n- 几瓶路上喝的啤酒。\n\n[(((ColourHeaderStartingSkills)))]初始技能:[-]\n- 20 拳击。\n\n[(((ColourHeaderSpecialEffects)))]特殊效果:[-]\n[40ff40]- 酩酊大醉的效果加倍。\n- 酩酊大醉的惩罚减半。\n- 开始时解锁蒸馏器工作站。\n- 不会因过量饮酒而呕吐。[-]\n[ff4040]- 开始时酒精依赖度为 100%。\n- 酒精依赖度永远不会低于 25%。[-]"

AL_LK_SavageText,"末日降临之时，你发现自己被困在一条偏远的道路上，车子抛锚了。你没有选择寻求文明社会的帮助，而是逃进了森林。也许是运气，你在那里的表现出色。你在一无所有的情况下顺利的生存了下来，并且避开了与丧尸的接触。\n\n现在，作为一位生存经验丰富的丛林猎人，你准备重新回到城镇，尝试在新的旅途中做出更多的成就。"
AL_LK_SavageEffects,"[(((ColourHeaderEquipment)))]装备:[-]\n- 一把简易弓和一捆箭。\n- 一把骨刀。\n- 一把石斧。\n\n[(((ColourHeaderStartingSkills)))]初始技能:[-]\n- 20 弓箭。\n- 20 屠宰。\n\n[(((ColourHeaderSpecialEffects)))]特殊效果:[-]\n[40ff40]- 特性：'荒野猎人'；立即提供基本追踪技能。\n- 在森林生物群落时始终知道床铺的位置。\n[(((ColourGrey)))]- 跳过 (来世) 教程任务线。"

AL_LK_HoodlumText,"你出生并成长在都市贫困之中，学会了任何方式生存。\n\n盗窃和入室盗窃只是名称，如果你不努力，就会在社会的裂缝中消亡。然而，当死人站起来时，游戏规则改变了。\n\n死人比活人更快采取暴力行动，但他们对掠夺并不在意。"
AL_LK_HoodlumEffects,"[(((ColourHeaderEquipment)))]装备:[-]\n- 一把刀片。\n- 一套撬锁工具。\n\n[(((ColourHeaderStartingSkills)))]初始技能:[-]\n- 20 刀术。\n- 20 撬锁。\n\n[(((ColourHeaderSpecialEffects)))]特殊效果:[-]\n[40d040]- 特性：'刀片'；用刀攻击时提供轻微流血效果。\n- 可以制作 [00ff00]即兴撬锁工具[-][40ff40]。\n[d04040]- 不会从 [00abff]警察[-] 处获得‘社交’活力恢复。"

AL_LK_Enigma,"一无所有"
AL_LK_EnigmaText,"你醒来时身无分文，手中没有任何东西，记忆全无。你不记得有家人或朋友，也不记得在哪里长大、上什么学校或是否有宠物。你不记得有任何爱好或工作。你没有任何特定的归属感或偏见。幸运的是，你还保留了基本的语言技能。"
AL_LK_EnigmaEffects,"[(((ColourHeaderEquipment)))]装备:[-]\n- 没有。\n\n[(((ColourHeaderStartingSkills)))]初始技能:[-]\n- 没有。\n\n[(((ColourHeaderSpecialEffects)))]特殊效果:[-]\n- 没有。[-]"
# }}}

# Attributes {{{
AL_Attribute_Strength,力量
AL_Attribute_Fortitude,体质
AL_Attribute_Finesse,灵巧
AL_Attribute_Agility,敏捷
AL_Attribute_Perception,感知
AL_Attribute_Intellect,智力

# Suppressing default text from showing up with these..
AL_LK_StrengthPerks,""
AL_LK_FortitudePerks,""
AL_LK_FinessePerks,""
AL_LK_AgilityPerks,""
AL_LK_PerceptionPerks,""
AL_LK_IntellectPerks,""

AL_LK_RGB_AL_Attribute_Strength,"[ff9933]力量[-]"
AL_LK_RGB_AL_Attribute_Fortitude,"[ff3333]体质[-]"
AL_LK_RGB_AL_Attribute_Finesse,"[33ff33]灵巧[-]"
AL_LK_RGB_AL_Attribute_Agility,"[ffff33]敏捷[-]"
AL_LK_RGB_AL_Attribute_Perception,"[9059ff]感知[-]"
AL_LK_RGB_AL_Attribute_Intellect,"[6666ff]智力[-]"

AL_Attribute_StrengthDesc,"力量是纯粹的肌肉力量；身体容量和爆发力。它影响并随着那些受益于此类力量的技能增长，主要包括采矿、[(((ColourModded)))]挖掘[-]、[(((ColourModded)))]伐木[-]、[(((ColourModded)))]棍击[-]、[(((ColourModded)))]大锤[-]、[(((ColourModded)))]斧头[-]，但许多其他技能也有较小程度的影响，例如[(((ColourModded)))]建造[-]和[(((ColourModded)))]拳击[-]。"
AL_Attribute_FortitudeDesc,"你的体质是你对物理或其他方面攻击的总体抵抗力。你的免疫系统、精神状态、承受物理伤害的能力都与体质有关。主要相关技能包括[(((ColourModded)))]运动[-]和[(((ColourModded)))]游泳[-]，但大多数技能都有某种程度的相关性。"
AL_Attribute_FinesseDesc,"灵巧代表了一个人在精细操作手和手指方面的敏捷度。它主要影响并随着[(((ColourModded)))]刀具[-]、[(((ColourModded)))]弓箭[-]、[(((ColourModded)))]手枪[-]、[(((ColourModded)))]撬锁[-]的增长，但也较小程度上影响[(((ColourModded)))]矛[-]、[(((ColourModded)))]弩[-]、[(((ColourModded)))]突击步枪[-]和[(((ColourModded)))]冲锋枪[-]。"
AL_Attribute_AgilityDesc,"敏捷代表了你四肢的一般准确性和速度。它的练习会产生有用的效果，但在这种生活中很少有频繁进行的练习能够增强它。"
AL_Attribute_PerceptionDesc,"感知是一个人注意到事物、在一切事物中找到形状的能力，可能是指向你头部的步枪的形状……或者仅仅是额外战利品的形状。感知很难增长，但[(((ColourModded)))]搜寻[-]和使用[(((ColourModded)))]步枪[-]在一定程度上会有帮助。"
AL_Attribute_IntellectDesc,"智力是你一般推理、理解和建立有用联系的能力，这些是那些脑细胞较少的人可能无法做到的。它与一些智力活动有关，例如[(((ColourModded)))]治疗[-]和[(((ColourModded)))]撬锁[-]。"
# }}}

# Perks {{{
AL_Perk_Decorator,"装饰师"
AL_Perk_DecoratorDesc," "
AL_Perk_Decorator1Desc,"从装饰中获得的活力增加 [(((ColourEffectGood)))]20%[-]。"
AL_Perk_Decorator2Desc,"从装饰中获得的活力增加 [(((ColourEffectGood)))]40%[-]。"
AL_Perk_Decorator3Desc,"从装饰中获得的活力增加 [(((ColourEffectGood)))]60%[-]。"
AL_Perk_Decorator4Desc,"从装饰中获得的活力增加 [(((ColourEffectGood)))]80%[-]。"
AL_Perk_Decorator5Desc,"从装饰中获得的活力翻倍 [-]。"

AL_Perk_Slayer,"屠夫"
